id,ACTION
365,0.501452
366,0.504080
367,0.500348
368,0.500001
369,0.500591
370,0.508301
371,0.500150
372,0.500000
373,0.500001
374,0.500356
375,0.500006
376,0.500814
377,0.500919
378,0.500001
379,0.500278
380,0.500014
381,0.500001
382,0.500000
383,0.512554
384,0.500003
385,0.500004
386,0.500075
387,0.500319
388,0.500058
389,0.500063
390,0.525010
391,0.516435
392,0.505320
393,0.501048
394,0.500000
395,0.500082
396,0.500354
397,0.500389
398,0.500000
399,0.500000
400,0.502472
401,0.501579
402,0.500004
403,0.501371
404,0.500173
405,0.500002
406,0.500000
407,0.504251
408,0.505061
409,0.500000
410,0.500063
411,0.500316
412,0.500054
413,0.500000
414,0.509017
415,0.500018
416,0.501727
417,0.514273
418,0.500697
419,0.500060
420,0.500501
421,0.500023
422,0.506927
423,0.506252
424,0.500678
425,0.514758
426,0.500010
427,0.500014
428,0.500426
429,0.503976
430,0.500821
431,0.504926
432,0.504325
433,0.502558
434,0.502264
435,0.507140
436,0.500459
437,0.500002
438,0.500001
439,0.500000
440,0.500076
441,0.502876
442,0.505526
443,0.500008
444,0.500000
445,0.510293
446,0.500010
447,0.516681
448,0.500000
449,0.500001
450,0.505327
451,0.500319
452,0.500013
453,0.500188
454,0.510438
455,0.501211
456,0.500136
457,0.500000
458,0.500341
459,0.500072
460,0.500195
461,0.502237
462,0.512434
463,0.500827
464,0.500001
465,0.500964
466,0.500199
467,0.500179
468,0.503880
469,0.500002
470,0.506077
471,0.506822
472,0.502004
473,0.502322
474,0.500305
475,0.500005
476,0.500375
477,0.506082
478,0.500002
479,0.500003
480,0.502781
481,0.500017
482,0.501759
483,0.500146
484,0.500002
485,0.500495
486,0.500061
487,0.500008
488,0.501835
489,0.500052
490,0.503672
491,0.500009
492,0.500176
493,0.500469
494,0.503407
495,0.500619
496,0.502590
497,0.500162
498,0.502890
499,0.500070
500,0.500002
501,0.500033
502,0.500000
503,0.500032
504,0.508333
505,0.500379
506,0.500001
507,0.502440
508,0.500062
509,0.501064
510,0.504481
511,0.501913
512,0.501352
513,0.500003
514,0.500003
515,0.501914
516,0.500003
517,0.500059
518,0.500000
519,0.500461
520,0.503363
521,0.500736
522,0.500200
523,0.500127
524,0.501812
525,0.500005
526,0.500002
527,0.500746
528,0.500005
529,0.506060
530,0.500645
531,0.500969
532,0.506306
533,0.500082
534,0.506193
535,0.500000
536,0.506363
537,0.506935
538,0.513298
539,0.505573
540,0.500018
541,0.500002
542,0.500997
543,0.500122
544,0.507082
545,0.500412
546,0.500000
547,0.500000
548,0.500000
549,0.504274
550,0.500351
551,0.504788
552,0.500101
553,0.507780
554,0.500809
555,0.506255
556,0.505163
557,0.500044
558,0.500012
559,0.506361
560,0.500000
561,0.500001
562,0.500001
563,0.500003
564,0.511536
565,0.501754
566,0.506726
567,0.505363
568,0.500122
569,0.502201
570,0.505006
571,0.503922
572,0.513240
573,0.500000
574,0.501896
575,0.502619
576,0.500001
577,0.500000
578,0.500139
579,0.502683
580,0.501286
581,0.508085
582,0.500845
583,0.500006
584,0.505298
585,0.500013
586,0.500358
587,0.501011
588,0.500001
589,0.500004
590,0.500000
591,0.500000
592,0.500969
593,0.500002
594,0.504329
595,0.501543
596,0.500000
597,0.500000
598,0.500130
599,0.500717
600,0.500000
601,0.500049
602,0.500198
603,0.500177
604,0.500033
605,0.500617
606,0.501517
607,0.501011
608,0.500001
609,0.500545
610,0.506673
611,0.502447
612,0.500072
613,0.501045
614,0.502409
615,0.500000
616,0.511534
617,0.502806
618,0.501197
619,0.500826
620,0.500079
621,0.502314
622,0.509199
623,0.501145
624,0.500000
625,0.501327
626,0.500000
627,0.500020
628,0.502477
629,0.500001
630,0.500038
631,0.500001
632,0.500035
633,0.500001
634,0.502137
635,0.500044
636,0.500004
637,0.500003
638,0.500023
639,0.501268
640,0.511146
641,0.500076
642,0.500196
643,0.512686
644,0.500001
645,0.500496
646,0.500498
647,0.500862
648,0.511082
649,0.505349
650,0.500002
651,0.512121
652,0.500278
653,0.500730
654,0.500000
655,0.506162
656,0.502589
657,0.500144
658,0.500000
659,0.500539
660,0.503044
661,0.500006
662,0.500350
663,0.500605
664,0.500016
665,0.500049
666,0.500535
667,0.505512
668,0.500000
669,0.502332
670,0.508015
671,0.500010
672,0.500666
673,0.500087
674,0.500507
675,0.507477
676,0.504833
677,0.500120
678,0.502514
679,0.501785
680,0.500050
681,0.502455
682,0.510491
683,0.500002
684,0.500342
685,0.500013
686,0.500002
687,0.500035
688,0.502040
689,0.500570
690,0.500001
691,0.512446
692,0.500000
693,0.500116
694,0.500373
695,0.500001
696,0.500002
697,0.504774
698,0.500079
699,0.500951
700,0.509126
701,0.500612
702,0.500359
703,0.500927
704,0.500896
705,0.503490
706,0.500289
707,0.512065
708,0.500000
709,0.500253
710,0.500394
711,0.500001
712,0.500000
713,0.500001
714,0.500003
715,0.507109
716,0.501011
717,0.500001
718,0.500000
719,0.500132
720,0.500146
721,0.500000
722,0.500000
723,0.500006
724,0.500056
725,0.500735
726,0.503184
727,0.500769
728,0.500241
729,0.500001
730,0.501915
731,0.500681
732,0.500016
733,0.500065
734,0.501574
735,0.510660
736,0.500243
737,0.500000
738,0.500004
739,0.503766
740,0.500157
741,0.500039
742,0.500066
743,0.503194
744,0.500024
745,0.509347
746,0.501965
747,0.503125
748,0.500062
749,0.500062
750,0.500284
751,0.500316
752,0.508280
753,0.500039
754,0.500000
755,0.500002
756,0.501644
757,0.500687
758,0.500000
759,0.513145
760,0.500000
761,0.500082
762,0.502057
763,0.500000
764,0.500000
765,0.501476
766,0.500002
767,0.504964
768,0.502000
769,0.500063
770,0.500000
771,0.505443
772,0.508188
773,0.501851
774,0.500001
775,0.501468
776,0.500000
777,0.500018
778,0.502449
779,0.501812
780,0.503114
781,0.502394
782,0.500000
783,0.500084
784,0.500065
785,0.500001
786,0.500079
787,0.500002
788,0.500000
789,0.501301
790,0.501341
791,0.500295
792,0.500001
793,0.500496
794,0.503497
795,0.500602
796,0.505383
797,0.500087
798,0.500001
799,0.500000
800,0.501474
801,0.500677
802,0.500985
803,0.509062
804,0.501352
805,0.501328
806,0.502666
807,0.500003
808,0.504876
809,0.500582
810,0.500018
811,0.501050
812,0.501730
813,0.508572
814,0.511993
815,0.500002
816,0.500000
817,0.500005
818,0.504514
819,0.505692
820,0.500002
821,0.500009
822,0.506775
823,0.500023
824,0.505662
825,0.511323
826,0.523228
827,0.505531
828,0.500002
829,0.500062
830,0.500115
831,0.504968
832,0.500001
833,0.500002
834,0.500000
835,0.500041
836,0.500084
837,0.502020
838,0.500002
839,0.500463
840,0.500003
841,0.508136
842,0.500127
843,0.501304
844,0.502640
845,0.500001
846,0.501218
847,0.500006
848,0.519106
849,0.500027
850,0.500001
851,0.500980
852,0.500000
853,0.500000
854,0.506913
855,0.501108
856,0.506365
857,0.504698
858,0.513042
859,0.509095
860,0.500001
861,0.500004
862,0.500000
863,0.505043
864,0.500714
865,0.506742
866,0.500410
867,0.515733
868,0.513183
869,0.500251
870,0.500795
871,0.500101
872,0.500065
873,0.500002
874,0.500304
875,0.500183
876,0.500410
877,0.500916
878,0.503848
879,0.500405
880,0.500022
881,0.500001
882,0.500040
883,0.500228
884,0.507141
885,0.500052
886,0.511260
887,0.500386
888,0.504826
889,0.500028
890,0.501173
891,0.500055
892,0.500023
893,0.501679
894,0.515917
895,0.501245
896,0.500013
897,0.500431
898,0.500437
899,0.500074
900,0.500000
901,0.500259
902,0.500797
903,0.502232
904,0.500061
905,0.503506
906,0.500305
907,0.500302
908,0.503433
909,0.500047
910,0.506350
911,0.501883
912,0.500323
913,0.506266
914,0.509731
915,0.500193
916,0.500049
917,0.500169
918,0.500000
919,0.500093
920,0.500749
921,0.500074
922,0.500427
923,0.500004
924,0.504824
925,0.505303
926,0.500001
927,0.500126
928,0.500008
929,0.504277
930,0.500000
931,0.502368
932,0.506799
933,0.500273
934,0.501088
935,0.500019
936,0.500004
937,0.500812
938,0.506586
939,0.509159
940,0.500473
941,0.501207
942,0.502457
943,0.504260
944,0.500197
945,0.502155
946,0.501443
947,0.500290
948,0.500000
949,0.500303
950,0.514298
951,0.500000
952,0.500025
953,0.500085
954,0.513713
955,0.500483
956,0.500089
957,0.500002
958,0.501121
959,0.500000
960,0.500027
961,0.500010
962,0.504110
963,0.500020
964,0.500054
965,0.503938
966,0.500252
967,0.500007
968,0.500073
969,0.500000
970,0.501581
971,0.500001
972,0.500041
973,0.500003
974,0.508189
975,0.503439
976,0.500127
977,0.500604
978,0.500085
979,0.513501
980,0.508845
981,0.500484
982,0.500127
983,0.500009
984,0.500000
985,0.512299
986,0.500216
987,0.500001
988,0.500206
989,0.500001
990,0.500001
991,0.500100
992,0.500000
993,0.500003
994,0.500985
995,0.500001
996,0.500383
997,0.500206
998,0.500000
999,0.502022
1000,0.500455
1001,0.517383
1002,0.500001
1003,0.500029
1004,0.500634
1005,0.501773
1006,0.500069
1007,0.502208
1008,0.501607
1009,0.500971
1010,0.500186
1011,0.500011
1012,0.500003
1013,0.510673
1014,0.500027
1015,0.500001
1016,0.502134
1017,0.503214
1018,0.508454
1019,0.500000
1020,0.505170
1021,0.500000
1022,0.506325
1023,0.500001
1024,0.504602
1025,0.502457
1026,0.500003
1027,0.500001
1028,0.507951
1029,0.511148
1030,0.501133
1031,0.500002
1032,0.503076
1033,0.500013
1034,0.505377
1035,0.500002
1036,0.500736
1037,0.500238
1038,0.501781
1039,0.502019
1040,0.501973
1041,0.502255
1042,0.501203
1043,0.500002
1044,0.500000
1045,0.500003
1046,0.500190
1047,0.500419
1048,0.511899
1049,0.500067
1050,0.500553
1051,0.500190
1052,0.500014
1053,0.500018
1054,0.500000
1055,0.502457
1056,0.504613
1057,0.507033
1058,0.500144
1059,0.500624
1060,0.500060
1061,0.500130
1062,0.500396
1063,0.510090
1064,0.508366
1065,0.500190
1066,0.500003
1067,0.500000
1068,0.500117
1069,0.505073
1070,0.501325
1071,0.500001
1072,0.512929
1073,0.514053
1074,0.512248
1075,0.501988
1076,0.500122
1077,0.502588
1078,0.500928
1079,0.502197
1080,0.500000
1081,0.501671
1082,0.500494
1083,0.500036
1084,0.500074
1085,0.503244
1086,0.500735
1087,0.500022
1088,0.500004
1089,0.500000
1090,0.501234
1091,0.500001
1092,0.500155
1093,0.509059
1094,0.500000
1095,0.500087
1096,0.500172
1097,0.500083
1098,0.500246
1099,0.500000
1100,0.500119
1101,0.500002
1102,0.500005
1103,0.500001
1104,0.506217
1105,0.500003
1106,0.513726
1107,0.501718
1108,0.500000
1109,0.500001
1110,0.500854
1111,0.502199
1112,0.500724
1113,0.504964
1114,0.503385
1115,0.500331
1116,0.500556
1117,0.500000
1118,0.500053
1119,0.500763
1120,0.500000
1121,0.502556
1122,0.500114
1123,0.506162
1124,0.500000
1125,0.500958
1126,0.508402
1127,0.500825
1128,0.500368
1129,0.500161
1130,0.500291
1131,0.500000
1132,0.500000
1133,0.501409
1134,0.500001
1135,0.509441
1136,0.500817
1137,0.500681
1138,0.500341
1139,0.502729
1140,0.511240
1141,0.500006
1142,0.500061
1143,0.500928
1144,0.500001
1145,0.506723
1146,0.500668
1147,0.500001
1148,0.507668
1149,0.500001
1150,0.502611
1151,0.500000
1152,0.503007
1153,0.505826
1154,0.502025
1155,0.500001
1156,0.500007
1157,0.507987
1158,0.500000
1159,0.500005
1160,0.500002
1161,0.500003
1162,0.500059
1163,0.500049
1164,0.512360
1165,0.500075
1166,0.500820
1167,0.500026
1168,0.510151
1169,0.500425
1170,0.502941
1171,0.500379
1172,0.500333
1173,0.521825
1174,0.500004
1175,0.500007
1176,0.506204
1177,0.500049
1178,0.507623
1179,0.500000
1180,0.500001
1181,0.501164
1182,0.500744
1183,0.500000
1184,0.500001
1185,0.500790
1186,0.503489
1187,0.500172
1188,0.505858
1189,0.500002
1190,0.500001
1191,0.500208
1192,0.500003
1193,0.500000
1194,0.500030
1195,0.500003
1196,0.500000
1197,0.500860
1198,0.500001
1199,0.500002
1200,0.500001
1201,0.500213
1202,0.506051
1203,0.500002
1204,0.500450
1205,0.500536
1206,0.500000
1207,0.500011
1208,0.500007
1209,0.504368
1210,0.514721
1211,0.500257
1212,0.500621
1213,0.500000
1214,0.502573
1215,0.500003
1216,0.500003
1217,0.506560
1218,0.500118
1219,0.500328
1220,0.512325
1221,0.500003
1222,0.500023
1223,0.500001
1224,0.500186
1225,0.500012
1226,0.500000
1227,0.502249
1228,0.508566
1229,0.500064
1230,0.500000
1231,0.500421
1232,0.500279
1233,0.500606
1234,0.500137
1235,0.501093
1236,0.505866
1237,0.500200
1238,0.505928
1239,0.503943
1240,0.508690
1241,0.500366
1242,0.500235
1243,0.500001
1244,0.500000
1245,0.500476
1246,0.500082
1247,0.501578
1248,0.500000
1249,0.500002
1250,0.500219
1251,0.500001
1252,0.504152
1253,0.500145
1254,0.500000
1255,0.500065
1256,0.500000
1257,0.510401
1258,0.501257
1259,0.503685
1260,0.500001
1261,0.513373
1262,0.500063
1263,0.500000
1264,0.500001
1265,0.500271
1266,0.500009
1267,0.500201
1268,0.500001
1269,0.500001
1270,0.500040
1271,0.500881
1272,0.500001
1273,0.503978
1274,0.504577
1275,0.500001
1276,0.500000
1277,0.500000
1278,0.500112
1279,0.508616
1280,0.501473
1281,0.500000
1282,0.506020
1283,0.500845
1284,0.504266
1285,0.500000
1286,0.500061
1287,0.500001
1288,0.504048
1289,0.502901
1290,0.500001
1291,0.508860
1292,0.500346
1293,0.501061
1294,0.502085
1295,0.500949
1296,0.500018
1297,0.500001
1298,0.500002
1299,0.500000
1300,0.500002
1301,0.500640
1302,0.500000
1303,0.504286
1304,0.500300
1305,0.500002
1306,0.500008
1307,0.502440
1308,0.507931
1309,0.500170
1310,0.524864
1311,0.500000
1312,0.500268
1313,0.500383
1314,0.507482
1315,0.500001
1316,0.500067
1317,0.511722
1318,0.505740
1319,0.500000
1320,0.520077
1321,0.500002
1322,0.512649
1323,0.504182
1324,0.500884
1325,0.501218
1326,0.502899
1327,0.500008
1328,0.500000
1329,0.500000
1330,0.505588
1331,0.504018
1332,0.500000
1333,0.501098
1334,0.501788
1335,0.500000
1336,0.502262
1337,0.500079
1338,0.510914
1339,0.501824
1340,0.506675
1341,0.500001
1342,0.500001
1343,0.507412
1344,0.500720
1345,0.500080
1346,0.500047
1347,0.500042
1348,0.500582
1349,0.502431
1350,0.500004
1351,0.500000
1352,0.500001
1353,0.500485
1354,0.506135
1355,0.500004
1356,0.500001
1357,0.500424
1358,0.500008
1359,0.500146
1360,0.500115
1361,0.501532
1362,0.500143
1363,0.500123
1364,0.500134
1365,0.500059
1366,0.500005
1367,0.508019
1368,0.507897
1369,0.500001
1370,0.510244
1371,0.500076
1372,0.509880
1373,0.500000
1374,0.506422
1375,0.502569
1376,0.502477
1377,0.500844
1378,0.500015
1379,0.500001
1380,0.500599
1381,0.500001
1382,0.500116
1383,0.503782
1384,0.501267
1385,0.500913
1386,0.508104
1387,0.500002
1388,0.500000
1389,0.500648
1390,0.500003
1391,0.506360
1392,0.500942
1393,0.502436
1394,0.500001
1395,0.503683
1396,0.501721
1397,0.501518
1398,0.500827
1399,0.509448
1400,0.500011
1401,0.514616
1402,0.506562
1403,0.500581
1404,0.500002
1405,0.500001
1406,0.506158
1407,0.500001
1408,0.501655
1409,0.509702
1410,0.500076
1411,0.501106
1412,0.505577
1413,0.500001
1414,0.500069
1415,0.500673
1416,0.500238
1417,0.503625
1418,0.500378
1419,0.500047
1420,0.501770
1421,0.500011
1422,0.502216
1423,0.500008
1424,0.502723
1425,0.500034
1426,0.500368
1427,0.500012
1428,0.500000
1429,0.500000
1430,0.500018
1431,0.500245
1432,0.501029
1433,0.505138
1434,0.500000
1435,0.500009
1436,0.500001
1437,0.503803
1438,0.500058
1439,0.500062
1440,0.500007
1441,0.500077
1442,0.500211
1443,0.505875
1444,0.500001
1445,0.503033
1446,0.500001
1447,0.501926
1448,0.500289
1449,0.500288
1450,0.500202
1451,0.500760
1452,0.500059
1453,0.507368
1454,0.500001
1455,0.500061
1456,0.500263
1457,0.512825
1458,0.500001
1459,0.500002
1460,0.505392
1461,0.500003
1462,0.500030
1463,0.503671
1464,0.500229
1465,0.500704
1466,0.500001
1467,0.504584
1468,0.506493
1469,0.500063
1470,0.509302
1471,0.502127
1472,0.500048
1473,0.500002
1474,0.501031
1475,0.500133
1476,0.500069
1477,0.500097
1478,0.500000
1479,0.500001
1480,0.500021
1481,0.500469
1482,0.500527
1483,0.502026
1484,0.507133
1485,0.500049
1486,0.500069
1487,0.500002
1488,0.500002
1489,0.512004
1490,0.506306
1491,0.500001
1492,0.500091
1493,0.500000
1494,0.500413
1495,0.500095
1496,0.500201
1497,0.500674
1498,0.500417
1499,0.503595
1500,0.502219
1501,0.500279
1502,0.500589
1503,0.501484
1504,0.500001
1505,0.500255
1506,0.512005
1507,0.500116
1508,0.500283
1509,0.500001
1510,0.500009
1511,0.500306
1512,0.500310
1513,0.500000
1514,0.500001
1515,0.500000
1516,0.501256
1517,0.500001
1518,0.500000
1519,0.500214
1520,0.500017
1521,0.504338
1522,0.503551
1523,0.500002
1524,0.500000
1525,0.500042
1526,0.505771
1527,0.500210
1528,0.501271
1529,0.512431
1530,0.502210
1531,0.500176
1532,0.502708
1533,0.500000
1534,0.501044
1535,0.503557
1536,0.500000
1537,0.501102
1538,0.500004
1539,0.515599
1540,0.500001
1541,0.500000
1542,0.506371
1543,0.500056
1544,0.506070
1545,0.500000
1546,0.502186
1547,0.507772
1548,0.500004
1549,0.500670
1550,0.500001
1551,0.508146
1552,0.500002
1553,0.500192
1554,0.500000
1555,0.500000
1556,0.502697
1557,0.500123
1558,0.509085
1559,0.500002
1560,0.505441
1561,0.500920
1562,0.500166
1563,0.515442
1564,0.503620
1565,0.512670
1566,0.500742
1567,0.500658
1568,0.501152
1569,0.500001
1570,0.511628
1571,0.502091
1572,0.500089
1573,0.500000
1574,0.500000
1575,0.502546
1576,0.500000
1577,0.501288
1578,0.500192
1579,0.508154
1580,0.508280
1581,0.504020
1582,0.500461
1583,0.500881
1584,0.500001
1585,0.500758
1586,0.513203
1587,0.503542
1588,0.501853
1589,0.500234
1590,0.508581
1591,0.509880
1592,0.500004
1593,0.501589
1594,0.500241
1595,0.512126
1596,0.500001
1597,0.501729
1598,0.500004
1599,0.523272
1600,0.505488
1601,0.500340
1602,0.505505
1603,0.501740
1604,0.502005
1605,0.502075
1606,0.505055
1607,0.500268
1608,0.500917
1609,0.500001
1610,0.502771
1611,0.500615
1612,0.500001
1613,0.515424
1614,0.500009
1615,0.502124
1616,0.503066
1617,0.500000
1618,0.502186
1619,0.505521
1620,0.506279
1621,0.502355
1622,0.501778
1623,0.501649
1624,0.506523
1625,0.506050
1626,0.500174
1627,0.500000
1628,0.500001
1629,0.500000
1630,0.500226
1631,0.500410
1632,0.501794
1633,0.500287
1634,0.500433
1635,0.501304
1636,0.500007
1637,0.500000
1638,0.500102
1639,0.508238
1640,0.500720
1641,0.500002
1642,0.500621
1643,0.500992
1644,0.512140
1645,0.500001
1646,0.508241
1647,0.505514
1648,0.500076
1649,0.500001
1650,0.501536
1651,0.510125
1652,0.500001
1653,0.500307
1654,0.503740
1655,0.500016
1656,0.500024
1657,0.501492
1658,0.500067
1659,0.500000
1660,0.500000
1661,0.500961
1662,0.500000
1663,0.500001
1664,0.500985
1665,0.502512
1666,0.500185
1667,0.500003
1668,0.501034
1669,0.500120
1670,0.500008
1671,0.500001
1672,0.515063
1673,0.500079
1674,0.502807
1675,0.503151
1676,0.502419
1677,0.505883
1678,0.502320
1679,0.500079
1680,0.503120
1681,0.500189
1682,0.500934
1683,0.500003
1684,0.500190
1685,0.501345
1686,0.502571
1687,0.500395
1688,0.500547
1689,0.502263
1690,0.501184
1691,0.500057
1692,0.500001
1693,0.501347
1694,0.500000
1695,0.502357
1696,0.500499
1697,0.500037
1698,0.500001
1699,0.505582
1700,0.500494
1701,0.508898
1702,0.503627
1703,0.502501
1704,0.500027
1705,0.500002
1706,0.500436
1707,0.501139
1708,0.500001
1709,0.500000
1710,0.500010
1711,0.500000
1712,0.501935
1713,0.500780
1714,0.509217
1715,0.503541
1716,0.502635
1717,0.500002
1718,0.504082
1719,0.500470
1720,0.500001
1721,0.500001
1722,0.501119
1723,0.500019
1724,0.500055
1725,0.500008
1726,0.500861
1727,0.501649
1728,0.500129
1729,0.513176
1730,0.500010
1731,0.510484
1732,0.515157
1733,0.505072
1734,0.503088
1735,0.500063
1736,0.501415
1737,0.500044
1738,0.510928
1739,0.505095
1740,0.500001
1741,0.505952
1742,0.503475
1743,0.500233
1744,0.500001
1745,0.500187
1746,0.505454
1747,0.500000
1748,0.517146
1749,0.502271
1750,0.500169
1751,0.500000
1752,0.505369
1753,0.500176
1754,0.500000
1755,0.500428
1756,0.500186
1757,0.500247
1758,0.500000
1759,0.500981
1760,0.500001
1761,0.504031
1762,0.500061
1763,0.500000
1764,0.507781
1765,0.500002
1766,0.500181
1767,0.514862
1768,0.503149
1769,0.500368
1770,0.500002
1771,0.500258
1772,0.500201
1773,0.509646
1774,0.500008
1775,0.500366
1776,0.500282
1777,0.500074
1778,0.500039
1779,0.506548
1780,0.500036
1781,0.503599
1782,0.500094
1783,0.501627
1784,0.509762
1785,0.500878
1786,0.500000
1787,0.500004
1788,0.500443
1789,0.503604
1790,0.502045
1791,0.500415
1792,0.504926
1793,0.505995
1794,0.500259
1795,0.500003
1796,0.500001
1797,0.500003
1798,0.513526
1799,0.500051
1800,0.500000
1801,0.500666
1802,0.500010
1803,0.500810
1804,0.517365
1805,0.503237
1806,0.500001
1807,0.500003
1808,0.504139
1809,0.502200
1810,0.501224
1811,0.500438
1812,0.500168
1813,0.500001
1814,0.506500
1815,0.507931
1816,0.500011
1817,0.500117
1818,0.500831
1819,0.500145
1820,0.500062
1821,0.500364
1822,0.500426
1823,0.505392
1824,0.500000
1825,0.500000
1826,0.505911
1827,0.502047
1828,0.500000
1829,0.500243
1830,0.500000
1831,0.517756
1832,0.505333
1833,0.501887
1834,0.500001
1835,0.500234
1836,0.500000
1837,0.500002
1838,0.501776
1839,0.500001
1840,0.500002
1841,0.500850
1842,0.501574
1843,0.510524
1844,0.500000
1845,0.514108
1846,0.505263
1847,0.500491
1848,0.500610
1849,0.500001
1850,0.500055
1851,0.506429
1852,0.500001
1853,0.507048
1854,0.500099
1855,0.500001
1856,0.500005
1857,0.500005
1858,0.500677
1859,0.502823
1860,0.500001
1861,0.500000
1862,0.500071
1863,0.500351
1864,0.500001
1865,0.500702
1866,0.500001
1867,0.500001
1868,0.501731
1869,0.500390
1870,0.500959
1871,0.503423
1872,0.500001
1873,0.500001
